id,title,album,artist,genre,country,released,duration,released-timestamp,duration-float
1279255260,Bill,"Encore! Great Stars, Great Performances",Various,Stage & Screen,Canada,1986,,504921600,
1461292104,House Of Pleasure,Senseless Deaths,Fatality (17),Rock,US,1995,,788918400,
200261508,Help,20 Grootste Hits,The Beatles,Rock,Netherlands,1982,,278691200,
1579220800,Architects Of Our Fate,Architects of Our Fate,Right Mind,Rock,Australia,2012-08-21,,1246271200,
549566810,After The Storm,After The Storm,"Crosby, Stills & Nash",Rock,Canada,1994,2:24,757282400,2.24
1242514528,Crawling King Snake,The Many Faces Of The Doors,Various,Blues,Argentina,2015,2:41,1420070400,2.41
1026764511,Soldier Of Fortune,Armed Forces,Whitesnake,Rock,Japan,2009,,1220768000,
126095248,Stipe,Maraton,Siddharta (2),Rock,Slovenia,2007-12-10,,1197244800,
1262028801,Be There,Wasted Lines,Ex Norwegian,Rock,US,2014-11-18,2:27,1416268800,2.27
297421014,Electric Nights,Teenage Neon Jungle,Candy (26),Pop,US,2002-08-26,2:27,1061856000,2.27
128291218,For What It's Worth,Old Man Snake And His 19 Friends,Sink (4),Rock,UK,1990,,621152000,
